temperatura,epsilon,M,m,CH,xi
2.358,-0.45952,6.0,0.0024,848.4481952530735,1881.0668174535858
2.359,-0.45232,38.2,0.015280000000000002,1851.6438676366627,2059.0457350101265
2.36,-0.43488000000000004,-8.4,0.00336,478.6619426090843,633.4463276836157
2.361,-0.44192,64.2,0.02568,896.0453559176881,1607.7744835051058
2.362,-0.44368,-26.0,0.0104,671.7518867629173,3685.7653589236993
2.363,-0.45871999999999996,-12.0,0.0048,1385.6351626771568,4620.491841820661
2.364,-0.46703999999999996,-44.2,0.01768,1577.4945928604443,3534.2921601804846
2.365,-0.46192,1.2,0.00047999999999999996,595.6730389593362,1895.1186281418836
2.366,-0.44096,-8.6,0.00344,621.3061418211298,2526.176387714849
2.367,-0.4448,-18.6,0.00744,1018.5585290682147,5541.773459137212
2.368,-0.45568000000000003,-18.4,0.007359999999999999,581.3245678110545,4159.084084084084
2.369,-0.43648000000000003,-25.8,0.010320000000000001,1301.1743604647115,2511.495708456451
2.37,-0.47376,34.8,0.013919999999999998,1746.1272627645535,4768.945147679324
2.371,-0.45024,8.4,0.00336,842.5851296998708,4124.954309011669
2.372,-0.44511999999999996,-18.0,0.0072,1303.5725965380252,4592.842420835676
2.373,-0.44176000000000004,-19.8,0.00792,538.2461196206538,4177.53429788828
2.374,-0.43872,46.6,0.01864,743.680110933755,3853.2434709351296
2.375,-0.45088,11.6,0.00464,1439.5883040935673,1608.9076023391815
2.376,-0.44576000000000005,-40.0,0.016,704.2617218449618,1414.5155256266366
2.377,-0.44928,-20.8,0.008320000000000001,1373.608755953478,5539.830785771047
2.378,-0.4728,-29.0,0.0116,964.0437461768543,4295.766750770956
2.379,-0.47008,-7.6,0.0030399999999999997,924.6287293958516,3265.5364065200133
2.38,-0.44208000000000003,-25.6,0.01024,1395.4130671876596,2743.1559290382825
2.381,-0.4608,-12.4,0.00496,1347.171712592628,2351.5049699006017
2.382,-0.44816000000000006,37.6,0.015040000000000001,1320.0035812957663,691.7809497154586
2.383,-0.4512,-17.8,0.0071200000000000005,1614.1440783642531,10761.579708117686
2.384,-0.46816,-20.4,0.008159999999999999,573.1723796225397,2369.0529455630126
2.385,-0.44128,-24.2,0.00968,1411.289696405001,3301.169345446075
2.386,-0.44864,25.2,0.01008,763.3239159135189,2458.4893359411376
2.387,-0.44511999999999996,-10.2,0.004079999999999999,1544.9633785512265,2837.015314434669
2.388,-0.45168,-0.8,0.00032,587.3713751460946,2691.680625348967
2.389,-0.42848,2.4,0.0009599999999999999,2484.9487176207545,3387.674991860844
2.39,-0.43551999999999996,6.2,0.00248,1163.253833480195,5659.302649930263
2.391,-0.45743999999999996,11.2,0.00448,1751.0402768378228,2157.7954365909195
2.392,-0.43072,6.8,0.0027199999999999998,491.41881336152096,1657.0791527313265
2.393,-0.4664,26.6,0.01064,632.8529250849874,1605.441797836282
2.394,-0.46736000000000005,31.8,0.01272,1410.4074195824032,3257.198551935394
2.395,-0.45776000000000006,10.8,0.00432,1152.6061650320175,2485.993968916724
2.396,-0.45056,2.6,0.0010400000000000001,937.8148023246561,2321.6657391949548
2.397,-0.44176000000000004,-47.0,0.0188,633.341623722278,1461.1783247577991
2.398,-0.46912,-10.0,0.004,848.2032064375148,3086.2756000370673
2.399,-0.44976000000000005,-31.6,0.01264,921.4158347090453,2601.3802047149275
2.4,-0.44304,-24.6,0.00984,974.9691358024693,3280.759259259259
2.401,-0.43632,-9.6,0.0038399999999999997,544.021862641534,1119.829700587718
2.402,-0.44543999999999995,11.0,0.0044,1199.358261368063,3272.5506522342494
2.403,-0.45632,44.8,0.01792,632.8613023428023,4029.4816664354735
2.404,-0.45072,-0.2,8.0e-5,518.6708908459402,3920.669254945461
2.405,-0.44992,-8.2,0.00328,1063.342568540074,6021.695541695541
2.406,-0.44128,-22.0,0.0088,1402.7306660229756,2255.8418767895078
2.407,-0.47552,-29.6,0.01184,1469.0722356305828,2492.286386927018
2.408,-0.43376000000000003,-6.2,0.00248,1554.7105808250833,2394.776670358066
2.409,-0.44543999999999995,8.0,0.0032,764.7474668975094,3895.7612656242795
2.41,-0.44528,8.0,0.0032,664.2371094773773,1993.5454126325494
2.411,-0.4504,-27.8,0.01112,1627.7912984233267,4514.290981151205
2.412,-0.43823999999999996,69.8,0.02792,1190.8090528256696,3024.3044039063943
2.413,-0.43808,-36.0,0.0144,1743.8961316826915,3497.35230464613
2.414,-0.45792,-27.2,0.010879999999999999,961.466226843764,3262.524164595415
2.415,-0.44304,2.2,0.00088,686.7285736670918,5267.246376811593
2.416,-0.45968000000000003,-31.0,0.0124,950.8903118284285,1664.9190581309786
2.417,-0.4384,11.0,0.0044,748.007669741376,1497.2647450926308
2.418,-0.45056,17.4,0.006959999999999999,1627.4716880389387,2857.1087216248507
2.419,-0.43743999999999994,39.2,0.01568,689.7760557681389,5183.11515318543
2.42,-0.44351999999999997,37.0,0.0148,1311.2644096866488,2400.091827364555
2.421,-0.43216000000000004,-22.8,0.00912,1276.6048843391509,1174.978200009179
2.422,-0.45152,-22.6,0.009040000000000001,1153.3266675197815,1094.0636755665655
2.423,-0.43872,3.4,0.0013599999999999999,1736.1931419485172,1859.604714082634
2.424,-0.44992,-12.2,0.00488,516.0472042803839,3598.9915658232494
2.425,-0.43968,-11.2,0.00448,1175.2643450124588,2229.809851088202
2.426,-0.44064,12.4,0.00496,1729.726986681564,1782.4677109095903
2.427,-0.428,13.4,0.00536,861.5251655156557,3183.8300599734475
2.428,-0.4576,38.0,0.0152,2225.5454621942254,1373.6042467508696
2.429,-0.4408,36.8,0.014719999999999999,939.0518547997285,3284.094963633869
2.43,-0.44096,-33.0,0.0132,1111.6643239795196,3347.873799725651
2.431,-0.44128,27.0,0.0108,1017.8565408802298,1802.3675670734494
2.432,-0.43823999999999996,21.6,0.00864,937.4579197445369,3421.710526315789
2.433,-0.46208,14.4,0.00576,1180.1619287670876,1723.9987212860215
2.434,-0.42288000000000003,-8.4,0.00336,1547.2399025311781,1526.449374600566
2.435,-0.44383999999999996,35.4,0.014159999999999999,1761.939095469194,2563.0116358658447
2.436,-0.4352,45.6,0.01824,1382.893404862716,2680.4597701149423
2.437,-0.44592,16.0,0.0064,1162.0722571731071,3135.731546072129
2.438,-0.44672,42.0,0.0168,714.1207309986976,2078.9353750797554
2.439,-0.45024,-44.0,0.0176,1362.8774618573939,1751.901963464079
2.44,-0.42191999999999996,12.4,0.00496,769.237660127206,1582.0765027322407
2.441,-0.44111999999999996,-24.8,0.00992,501.2761548529643,3620.8111429741907
2.442,-0.44448000000000004,-12.0,0.0048,3147.3957763884046,577.6685776685777
2.443,-0.44511999999999996,62.2,0.024880000000000003,1673.9247977086748,4201.191613225998
2.444,-0.45728,14.6,0.00584,711.2139716520398,3392.2713220585556
2.445,-0.44576000000000005,-60.8,0.024319999999999998,395.6416300626973,3619.613724153601
2.446,-0.44528,-12.0,0.0048,2242.8602448111324,1950.031797946761
2.447,-0.43551999999999996,-15.2,0.0060799999999999995,1840.6584296712053,4254.533896381056
2.448,-0.43872,-12.8,0.00512,1667.6871668541544,4570.152505446623
2.449,-0.44656,16.2,0.00648,1841.0027609372485,2039.2722653237154
2.45,-0.42463999999999996,-27.2,0.010879999999999999,1169.409042528576,1922.6122448979593
2.451,-0.43888,9.2,0.0036799999999999997,791.3497959526179,1531.6016138537557
2.452,-0.42623999999999995,-6.2,0.00248,784.8793629419494,4139.369222403481
2.453,-0.43872,39.0,0.0156,773.3670396210457,941.5228518367534
2.454,-0.44048000000000004,-31.8,0.01272,807.7190439004789,1602.6260979806211
2.455,-0.4224,-1.8,0.00072,638.9000653998725,2665.7433808553965
2.456,-0.44448000000000004,62.4,0.02496,975.430331709974,9220.702135360116
2.457,-0.44383999999999996,48.4,0.01936,1105.03564580352,5224.003979559536
2.458,-0.4408,20.0,0.008,568.6345172627655,2024.7717204592711
2.459,-0.4408,16.0,0.0064,1416.0936663711325,3567.8460078622747
2.46,-0.44128,-0.6,0.00023999999999999998,1110.3326209413856,3387.551942186089
2.461,-0.46368000000000004,-6.2,0.00248,1609.6075985243388,4788.098785498218
2.462,-0.43776000000000004,1.4,0.00056,820.1639374673392,3688.076541204079
2.463,-0.4224,-24.2,0.00968,777.7670995981653,2450.2909730680735
2.464,-0.43488000000000004,-5.8,0.00232,1328.1001105676428,3741.143578643579
2.465,-0.43072,-5.6,0.00224,1678.703105592334,2458.5260311020966
2.466,-0.42928,-14.2,0.005679999999999999,687.6178001536402,3962.674596737857
2.467,-0.436,18.0,0.0072,1083.8560600156263,1375.3096428410574
2.468,-0.42256000000000005,-56.4,0.02256,565.9037517063359,1563.7673329731674
2.469,-0.39712,-3.0,0.0012,909.1921683882166,3220.107105890824
2.47,-0.44992,43.0,0.0172,1145.069670959294,1799.8200629779576
2.471,-0.42368,2.6,0.0010400000000000001,845.4127049092099,5778.695085210664
2.472,-0.42576,-18.8,0.007520000000000001,619.9313650534311,2742.9701546206393
2.473,-0.42512,-23.4,0.00936,1127.3226789480045,2632.1786404277304
2.474,-0.44543999999999995,15.6,0.00624,904.5914391010257,3231.761429982933
2.475,-0.45008000000000004,-22.2,0.008879999999999999,925.2498044417234,3372.9113355780023
2.476,-0.43104,-24.6,0.00984,1286.4914052665415,1985.6578711182917
2.477,-0.44592,7.2,0.00288,374.3877123988278,3024.5189072803128
2.478,-0.4464,-17.4,0.006959999999999999,546.6091018956232,5286.001255492781
2.479,-0.4288,-23.6,0.00944,742.3027538264182,952.6421944332392
2.48,-0.42336,-6.6,0.00264,2326.3961151578214,6851.63082437276
2.481,-0.42863999999999997,10.0,0.004,1105.2768111858552,2977.6523803125983
2.482,-0.41903999999999997,27.4,0.01096,1834.5066843165316,5211.9437729429665
2.483,-0.42128000000000004,-46.0,0.0184,1039.251994332932,2166.554794827046
2.484,-0.43728,28.0,0.0112,2499.1867796445113,4177.133655394525
2.485,-0.42416000000000004,24.8,0.00992,1254.878252299399,1032.7565392354124
2.486,-0.42383999999999994,-18.8,0.007520000000000001,634.2553249479826,651.8995262358093
2.487,-0.43408,-35.6,0.014240000000000001,378.2812293945942,2053.9874011526604
2.488,-0.42128000000000004,-19.8,0.00792,240.123654635498,4041.604144337263
2.489,-0.42944,-49.8,0.01992,915.5304992787425,2789.679032186063
2.49,-0.43312,60.0,0.024,655.5019721904125,961.7135207496651
2.491,-0.4288,-1.6,0.00064,540.3457084426276,2265.506936081003
2.492,-0.42144,-15.4,0.0061600000000000005,1234.526550594147,4067.790262172286
2.493,-0.45008000000000004,-44.2,0.01768,857.0165738033603,1249.881891518474
2.494,-0.43951999999999997,-6.2,0.00248,774.5864421935105,3061.7303751225154
2.495,-0.41984,12.0,0.0048,1001.9486757973755,2080.2493876642175
2.496,-0.42591999999999997,-30.0,0.012,1303.9666885820732,1815.5270655270656
2.497,-0.43632,-12.4,0.00496,930.1171640472195,2000.9077559738353
2.498,-0.42463999999999996,17.6,0.00704,573.3329658122015,2812.4899919935942
2.499,-0.43536,-21.6,0.00864,498.4324439837737,2543.5240762971853
2.5,-0.43488000000000004,3.8,0.0015199999999999999,387.8684444444444,3824.1600000000008
2.501,-0.41056000000000004,-51.4,0.02056,1397.8930174786901,2248.718290461594
2.502,-0.42656000000000005,43.8,0.017519999999999997,664.0819327839978,1544.5243804956035
2.503,-0.43136,14.2,0.005679999999999999,240.74453311506278,3499.6049185421934
2.504,-0.42672,70.6,0.028239999999999998,330.06472568987243,405.4135605253816
2.505,-0.42591999999999997,48.8,0.01952,1108.7622935543864,1924.045242847638
2.506,-0.42688000000000004,1.0,0.0004,1021.8200447683212,4766.959297685556
2.507,-0.4104,-6.8,0.0027199999999999998,1277.5291542410143,3497.478172228869
2.508,-0.42496000000000006,-26.2,0.01048,1212.0420749649322,3819.7589934432035
2.509,-0.43856000000000006,-14.6,0.00584,306.3838433708972,1350.5336344714585
2.51,-0.42288000000000003,6.8,0.0027199999999999998,457.7281842087163,1605.0287737937138
2.511,-0.43983999999999995,5.4,0.00216,409.6564258375586,3755.2281074383827
2.512,-0.41744,-32.6,0.013040000000000001,980.6854909597415,3571.8506723283795
2.513,-0.43136,5.6,0.00224,954.4285794691764,4927.903789185127
2.514,-0.43551999999999996,12.4,0.00496,489.88635443865644,3750.304958896845
2.515,-0.42144,8.8,0.00352,558.3007367766013,2774.888447095206
2.516,-0.42432,37.2,0.01488,523.9317686713179,3528.069245716304
2.517,-0.4312,-43.0,0.0172,1067.6001608696236,834.5914448417427
2.518,-0.42256000000000005,15.4,0.0061600000000000005,1150.4214050329995,2509.2401376754037
2.519,-0.41968,-19.6,0.00784,931.8723815188241,1744.1842000793968
2.52,-0.41888000000000003,0.2,8.0e-5,1006.5787631925197,1662.5925925925922
2.521,-0.42176,-29.8,0.01192,272.56435338895704,3382.2380889417777
2.522,-0.41552,27.2,0.010879999999999999,684.811617061427,2040.074015331748
2.523,-0.416,13.2,0.00528,727.2503720167379,2988.4000528471397
2.524,-0.41856000000000004,14.6,0.00584,1443.4138730591674,2837.136819862652
2.525,-0.42288000000000003,-24.4,0.00976,563.2842096090799,3943.779977997799
2.526,-0.4112,46.4,0.01856,966.8080449295481,6586.012140406439
2.527,-0.44064,7.8,0.00312,1428.2959879930877,3347.8257046124077
2.528,-0.41984,-12.0,0.0048,471.3454040484967,1270.745428973277
2.529,-0.43136,4.0,0.0016,2176.525512612198,5860.199463995432
2.53,-0.41791999999999996,-16.8,0.00672,804.775717303643,3629.758454106281
2.531,-0.4208,0.4,0.00016,949.6710260264705,1006.4708722946573
2.532,-0.4248,16.8,0.00672,556.4027074475327,3621.2743549236443
2.533,-0.428,17.2,0.00688,966.0436789798619,4635.4169408255475
2.534,-0.4288,-4.0,0.0016,1938.5917426706346,7235.288959045866
2.535,-0.41696000000000005,-43.4,0.01736,748.7098222950141,652.9213236905543
2.536,-0.43216000000000004,1.2,0.00047999999999999996,955.5772273582186,3694.0764107956534
2.537,-0.44928,16.8,0.00672,1040.0895287389521,3266.570314895109
2.538,-0.42048,11.2,0.00448,1354.4513034999952,1522.8789072760708
2.539,-0.4344,9.2,0.0036799999999999997,868.2719459586548,3603.588464399807
2.54,-0.4224,7.8,0.00312,477.26317674857575,2257.375328083989
2.541,-0.43808,-52.0,0.0208,984.5030631406792,1269.8412698412699
2.542,-0.43216000000000004,20.0,0.008,241.80531645675842,2119.0663519538425
2.543,-0.41536000000000006,-19.8,0.00792,707.7188768612209,3494.8922969371256
2.544,-0.41472,54.4,0.021759999999999998,806.930105612911,3060.0279524807825
2.545,-0.41856000000000004,18.4,0.007359999999999999,267.44788952747086,4902.61514953067
2.546,-0.41152,-52.8,0.02112,811.6965372281385,2592.02234441826
2.547,-0.42576,-19.0,0.0076,999.409419024079,3406.622169873053
2.548,-0.43888,42.8,0.01712,702.1236220608276,2282.993197278912
2.549,-0.41456000000000004,-17.0,0.0068,734.6253610567603,1956.7586417331415
2.55,-0.42623999999999995,-15.4,0.0061600000000000005,254.37054124482037,1943.7211328976034
2.551,-0.43408,-10.6,0.00424,1982.802708538659,2640.5505466265954
2.552,-0.4136,22.6,0.009040000000000001,589.207391174746,1976.6805990943926
2.553,-0.41231999999999996,-32.2,0.01288,765.9288232867483,2761.5267441354395
2.554,-0.40944,20.6,0.00824,765.5471877914728,1386.9485773949357
2.555,-0.42448,24.6,0.00984,1967.884620539903,4460.813220265276
2.556,-0.4304,-14.4,0.00576,526.818633161437,9479.673100330376
2.557,-0.41231999999999996,-13.8,0.005520000000000001,658.5793161985044,1185.5733715725896
2.558,-0.4184,39.6,0.01584,306.0607153547727,6206.863000608114
2.559,-0.43568,-1.8,0.00072,2031.7790746688681,6745.84690200165
2.56,-0.3992,43.6,0.01744,1085.205078125,1619.3749999999998
2.561,-0.41296000000000005,9.2,0.0036799999999999997,1743.1311853501795,2478.2680376589005
2.562,-0.42,60.8,0.024319999999999998,417.776873158811,1773.683754011623
2.563,-0.40544,8.4,0.00336,666.4059458950102,2290.648979060996
2.564,-0.4216,-26.8,0.01072,321.3961111746601,2118.980759230369
2.565,-0.41263999999999995,-40.8,0.016319999999999998,641.1832531778269,1986.1208576998047
2.566,-0.42256000000000005,-55.0,0.022,1079.1640063204363,5815.276695245519
2.567,-0.41103999999999996,-24.0,0.0096,449.7128347551346,2292.3429857594247
2.568,-0.40912,26.2,0.01048,644.8619697229474,4995.655936310142
2.569,-0.4112,36.8,0.014719999999999999,1143.2063810930258,3252.1776739760394
2.57,-0.41503999999999996,14.0,0.0056,570.1894721259135,2203.545179420666
2.571,-0.412,21.6,0.00864,319.11047652099785,1916.3490211331512
2.572,-0.42303999999999997,33.0,0.0132,827.8328564506544,845.775012960083
2.573,-0.41663999999999995,8.2,0.00328,1163.3930042516686,2225.659627758346
2.574,-0.42112,-35.0,0.014,889.6568337127779,1564.1025641025642
2.575,-0.42063999999999996,21.2,0.00848,679.1114462563232,2681.57928802589
2.576,-0.40271999999999997,-22.2,0.008879999999999999,960.7450415578959,3084.6963423050383
2.577,-0.41088,21.0,0.0084,615.603295529553,1779.9336006553701
2.578,-0.4208,6.0,0.0024,800.3376290626347,1800.5344366864924
2.579,-0.42112,17.0,0.0068,874.4500128288505,2934.556891129206
2.58,-0.41936,54.6,0.021840000000000002,1192.4764136770627,3744.3755383290263
2.581,-0.41552,-1.6,0.00064,640.5172067694712,4407.525076413104
2.582,-0.41328000000000004,-23.2,0.00928,969.08499920234,2523.521817712368
2.583,-0.40576,5.8,0.00232,857.0353080580993,1756.5965500924847
2.584,-0.40112,-10.2,0.004079999999999999,730.6213996108464,4370.63983488132
2.585,-0.43296,6.8,0.0027199999999999998,791.8586665037137,2228.3086180958526
2.586,-0.40256,-36.6,0.01464,839.0975766617945,4349.935550399588
2.587,-0.42303999999999997,-23.0,0.0092,961.7034455179567,2033.500837520938
2.588,-0.404,-15.0,0.006,860.1237803189982,1211.4889232354456
2.589,-0.38672,36.2,0.014480000000000002,764.9335101650292,1282.5028968713789
2.59,-0.40592,23.2,0.00928,1298.092356007414,4299.33933933934
2.591,-0.41568,-6.6,0.00264,903.9726211702177,2673.2021098674895
2.592,-0.41568,7.2,0.00288,504.24223949601173,1781.9615912208503
2.593,-0.4104,-0.8,0.00032,919.7386716647463,1274.9539358100872
2.594,-0.40752,24.4,0.00976,639.3973638234012,2620.6802021759618
2.595,-0.39616,22.8,0.00912,814.8073898349551,2228.6277028473555
2.596,-0.3928,3.2,0.00128,1763.8715113317498,3555.9664441020373
2.597,-0.40704,6.6,0.00264,1324.3957575328939,3566.525478115775
2.598,-0.40831999999999996,29.0,0.0116,474.5233119519968,1907.8778547600718
2.599,-0.408,4.0,0.0016,440.5755254669974,1645.0771664315334
2.6,-0.40736,-9.2,0.0036799999999999997,809.0466798159106,492.7179487179487
2.601,-0.42688000000000004,10.0,0.004,594.8349173628067,1914.4773377760691
2.602,-0.4008,2.2,0.00088,573.0824925661749,4450.747288410625
2.603,-0.39968000000000004,14.4,0.00576,1306.0179043192522,1078.0040124642503
2.604,-0.41088,-17.8,0.0071200000000000005,499.60555386451034,1367.6224611708487
2.605,-0.4064,24.8,0.00992,1000.749497844631,3828.6031136702923
2.606,-0.40815999999999997,28.4,0.011359999999999999,1162.517888250877,1153.5089963332482
2.607,-0.39392,-10.6,0.00424,1074.9665826309526,3591.714614499424
2.608,-0.40224,17.6,0.00704,400.52943907059614,3201.7041581458766
2.609,-0.41312,-30.4,0.012159999999999999,571.8657667472404,3428.0652442400237
2.61,-0.41456000000000004,19.0,0.0076,1774.8548742515363,2601.702852277565
2.611,-0.38944,8.8,0.00352,374.5752913791208,2547.5807481169404
2.612,-0.39184,-9.2,0.0036799999999999997,796.5487491013452,2912.4383188701713
2.613,-0.40448,28.2,0.01128,555.0145459096686,1222.077645958243
2.614,-0.40496,35.4,0.014159999999999999,686.0566319989392,4858.641503017938
2.615,-0.39936,31.4,0.01256,831.5088264051627,5830.9921393669
2.616,-0.39488,15.0,0.006,868.0734152776349,1916.4967720013592
2.617,-0.41968,-40.0,0.016,696.7367525862734,2581.4121343353286
2.618,-0.39056,5.4,0.00216,1394.6657904775914,2813.3604957134366
2.619,-0.41808,-16.6,0.006640000000000001,650.5751942548073,1018.2173009206225
2.62,-0.40671999999999997,-34.6,0.01384,891.841319788409,1439.8812553011026
2.621,-0.40831999999999996,-16.4,0.00656,574.4049151266499,1682.411293399466
2.622,-0.39984000000000003,20.2,0.00808,1385.7591391117771,642.2408678701584
2.623,-0.40736,-0.6,0.00023999999999999998,865.7202018547422,4685.406870843393
2.624,-0.39296,-33.2,0.013280000000000002,454.5285544318857,3926.89701897019
2.625,-0.38976,-5.0,0.002,1357.6965482489293,796.5291005291004
2.626,-0.40415999999999996,-38.0,0.0152,1055.5487560004462,4951.510535668952
2.627,-0.39584,-8.4,0.00336,1000.1326514030452,883.7457175485346
2.628,-0.41744,18.2,0.00728,921.7623063595137,2851.4967021816337
2.629,-0.40415999999999996,4.4,0.00176,1189.4650713999117,1429.7958666159502
2.63,-0.42768,-13.6,0.0054399999999999995,1048.6650249549814,1054.431770173215
2.631,-0.38448000000000004,6.8,0.0027199999999999998,543.4654807300142,555.4964314371384
2.632,-0.40384000000000003,-16.8,0.00672,1346.3782978107492,3195.9473150962503
2.633,-0.39168000000000003,-15.8,0.00632,858.9516195583625,1959.5560619487699
2.634,-0.40704,-6.6,0.00264,476.70780526393906,3771.888973255716
2.635,-0.4056,18.2,0.00728,810.766370574673,974.0501792114695
2.636,-0.4008,-37.4,0.01496,347.06151598209965,1866.8184117349522
2.637,-0.40528000000000003,-10.6,0.00424,1067.6480305540458,5445.261871655499
2.638,-0.39216,-31.8,0.01272,383.424313262952,1127.2681324235532
2.639,-0.42272,-14.2,0.005679999999999999,833.6076282398687,2046.0443770788597
2.64,-0.39424000000000003,20.0,0.008,1307.6216712580347,2099.6632996632998
2.641,-0.39792,18.8,0.007520000000000001,1227.5414527581986,2443.9227565316173
2.642,-0.38592,-36.2,0.014480000000000002,408.9302199776396,882.9842711750359
2.643,-0.39952,-12.4,0.00496,1307.1234854687862,2754.3784420061384
2.644,-0.4104,2.4,0.0009599999999999999,265.1127625665356,3546.4111615397537
2.645,-0.41856000000000004,-19.4,0.0077599999999999995,976.9103010479364,2967.460617517328
2.646,-0.40992,31.6,0.01264,1050.6215307712625,3623.6835474930713
2.647,-0.40256,13.6,0.0054399999999999995,672.4825407300768,4243.227133442471
2.648,-0.39152,4.4,0.00176,291.59301414027095,3663.2426988922466
2.649,-0.40336,-37.0,0.0148,522.6268675755159,1146.0089761335514
2.65,-0.39728,11.0,0.0044,1143.271231359519,2870.356394129979
2.651,-0.40112,31.6,0.01264,951.6743256927422,2237.4114589882224
2.652,-0.38656,-31.4,0.01256,963.671232502747,1510.9937992290934
2.653,-0.39568000000000003,-7.0,0.0028,533.9843137845498,1160.3635297566695
2.654,-0.40592,-5.2,0.0020800000000000003,1296.8154877340316,1775.8352172820903
2.655,-0.40896,8.0,0.0032,616.986825207111,945.8045616237708
2.656,-0.40304,10.2,0.004079999999999999,1212.9088643731554,1656.7771084337346
2.657,-0.38095999999999997,8.0,0.0032,676.6216154813237,2632.2084221971313
2.658,-0.39568000000000003,19.4,0.0077599999999999995,429.3109868170124,2669.3587492684564
2.659,-0.38272,13.4,0.00536,1088.6507433957247,4110.166729346873
2.66,-0.41856000000000004,44.0,0.0176,534.2680008291405,1716.2907268170425
2.661,-0.40064,-8.4,0.00336,659.9016019400741,2660.921124055284
2.662,-0.38095999999999997,2.2,0.00088,875.2858198064996,3024.776692545288
2.663,-0.41536000000000006,35.6,0.014240000000000001,407.2190825785131,1918.5713689656613
2.664,-0.41472,5.8,0.00232,631.1616922227531,3296.78011344678
2.665,-0.40815999999999997,18.2,0.00728,592.9659758424689,2725.8536585365855
2.666,-0.41056000000000004,5.8,0.00232,1172.686269842029,2169.359006418271
2.667,-0.40976,9.4,0.0037600000000000003,1429.8675107806253,1170.5370162063075
2.668,-0.40064,-6.8,0.0027199999999999998,2027.5719211858336,4980.243211727469
2.669,-0.39104,19.8,0.00792,508.70936912342324,5977.253236751177
2.67,-0.38944,8.0,0.0032,449.4756086726798,3911.1111111111113
2.671,-0.40576,47.8,0.019119999999999998,1403.0364267200957,3002.9368942135693
2.672,-0.41168000000000005,-23.2,0.00928,1445.2382659830039,2486.4271457085824
2.673,-0.38944,5.2,0.0020800000000000003,1777.6461537344255,2914.810658020535
2.674,-0.392,-8.8,0.00352,1319.2342349986056,3688.9221308069464
2.675,-0.39664,7.2,0.00288,1632.5058957114163,2312.17445482866
2.676,-0.4048,23.4,0.00936,787.4780073430089,3916.9739245972423
2.677,-0.3936,26.6,0.01064,871.7309952014638,1750.5665546009213
2.678,-0.39455999999999997,-39.2,0.01568,322.8499439988959,2965.463447016845
2.679,-0.40608,-5.0,0.002,648.3885366004056,965.2855543113102
2.68,-0.38,-40.8,0.016319999999999998,763.9662384594441,2607.363184079602
2.681,-0.39584,22.0,0.0088,733.1969502664939,1527.4565875088067
2.682,-0.39664,31.0,0.0124,331.89720874793454,2969.3429447344433
2.683,-0.39328,0.4,0.00016,817.3567165738996,2199.7929349401584
2.684,-0.40064,-8.4,0.00336,717.2455048148285,3084.5504222553395
2.685,-0.392,8.8,0.00352,438.9437761263443,3231.1855990068275
2.686,-0.39888,40.6,0.01624,562.3414903158356,4913.063622073302
2.687,-0.39216,-27.2,0.010879999999999999,735.9588386044318,1667.0222883844024
2.688,-0.39392,4.4,0.00176,736.0756802721087,2450.661375661375
2.689,-0.3928,-19.2,0.007679999999999999,750.009730856869,2008.9087227800503
2.69,-0.4008,-4.6,0.0018399999999999998,472.8145455885537,5694.853366377531
2.691,-0.39408000000000004,24.0,0.0096,1532.9215421848407,1595.4415954415954
2.692,-0.38368,-5.8,0.00232,907.0835482922145,2209.493148423312
2.693,-0.3856,-13.2,0.00528,749.1315988859302,1563.295787432438
2.694,-0.39776,-13.2,0.00528,1169.5023313682614,2552.56949599934
2.695,-0.38752,0.2,8.0e-5,495.31856369916284,2058.2807668521955
2.696,-0.38176,-21.4,0.00856,774.9571723895702,2361.7045829212007
2.697,-0.3984,-13.8,0.005520000000000001,91.897442515255,3598.8794133399247
2.698,-0.40016,-28.8,0.01152,1532.0112229609476,1857.9029733959314
2.699,-0.3936,-29.4,0.01176,401.69972551993203,2920.933679140423
2.7,-0.39488,4.8,0.0019199999999999998,637.3662551440328,1906.2386831275714
2.701,-0.38752,5.4,0.00216,885.4528124407875,2071.348060389156
2.702,-0.396,-10.0,0.004,382.9106432052629,4102.6400197384655
2.703,-0.38351999999999997,17.2,0.00688,915.4101364712915,1527.2577794220415
2.704,-0.37296,-23.0,0.0092,621.6956689191554,2402.120315581854
2.705,-0.3896,21.4,0.00856,529.2982993619522,422.93694803861155
2.706,-0.39776,-25.8,0.010320000000000001,459.9319437168481,1902.4225999835755
2.707,-0.4112,27.6,0.011040000000000001,644.8458931581878,2238.4107047572143
2.708,-0.38256,-13.2,0.00528,775.9830941431931,2585.9839159691446
2.709,-0.3944,-20.4,0.008159999999999999,1088.781788201752,2836.241335466142
2.71,-0.39552,-14.2,0.005679999999999999,289.4175067211927,1574.235342353424
2.711,-0.3808,7.6,0.0030399999999999997,1147.0437627462013,2397.0818476167055
2.712,-0.404,-1.6,0.00064,634.3729847267059,1776.0734185512945
2.713,-0.38672,-5.6,0.00224,1054.077587686161,2812.0735553098257
2.714,-0.39984000000000003,17.8,0.0071200000000000005,767.7287469451139,4306.050929337591
2.715,-0.38495999999999997,-6.6,0.00264,1768.4140394273381,1839.672600777573
2.716,-0.3848,-1.6,0.00064,1145.836873028164,1911.896579937817
2.717,-0.38656,-23.2,0.00928,1006.2553657462902,1687.5475401791193
2.718,-0.3928,16.8,0.00672,481.4122356075519,2255.3184531109478
